index,name,sector,biome,hazards,hash,position,waypoints,maxHealth,health,disabled,initialOwner,currentOwner,regenPerSecond,event,statistics,attacking
37,DILUVIA,Gothmar,"{'name': 'Tundra', 'description': ""A perennially chilly climate has allowed short, colourful shrubs to flourish across this planet's surface.""}","[{'name': 'None', 'description': ""This planet's environment is not yet known, or has no environmental modifiers.""}]",760056919,"{'x': -0.1440952, 'y': -0.2027717}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
38,VIRIDIA PRIME,Cantolus,"{'name': 'Mesa', 'description': ""A blazing-hot desert planet, it's rocky mesas are the sole interruptions to the endless sea of dunes.""}","[{'name': 'Intense Heat', 'description': 'High temperatures increase stamina drain and speed up heat buildup in weapons.'}, {'name': 'Sandstorms', 'description': 'Dense sandstorms reduce mobility and greatly reduce visibility for both enemy and friendly units.'}]",1831450049,"{'x': -0.19187985, 'y': -0.14480585}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
39,OBARI,Cantolus,"{'name': 'Highlands', 'description': 'Rocky outcroppings punctuate fields of tall grass in a planet dominated by misty highland terrain.'}","[{'name': 'Thick Fog', 'description': 'Dense fog lightly reduce visibility for both enemy and friendly units.'}, {'name': 'Rainstorms', 'description': 'Torrential rainstorms reduce visibility.'}]",298165685,"{'x': -0.24438877, 'y': -0.10283538}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
40,MYRADESH,Idun,"{'name': 'Desert', 'description': 'A desert planet prone to unpredictable and dangerous sand twisters.'}","[{'name': 'Intense Heat', 'description': 'High temperatures increase stamina drain and speed up heat buildup in weapons.'}, {'name': 'Tremors', 'description': 'Frequent earthquakes stun players and enemies alike.'}]",2146401321,"{'x': -0.2415232, 'y': -0.033197638}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
41,ATRAMA,Idun,"{'name': 'Foggy Swamp', 'description': 'Squelching mud, twisting roots; the odor of rot and anarchy. A teeming, endless morass.'}","[{'name': 'Thick Fog', 'description': 'Dense fog lightly reduce visibility for both enemy and friendly units.'}]",3508924100,"{'x': -0.25681943, 'y': 0.030138722}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
42,EMERIA,Kelvin,"{'name': 'Canyon', 'description': 'This arid, rocky biome covering this world has driven the evolution of exceptionally efficient water usage in its various organisms.'}","[{'name': 'Tremors', 'description': 'Frequent earthquakes stun players and enemies alike.'}]",2243203717,"{'x': -0.2473738, 'y': 0.09965837}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
43,BARABOS,Marspira,"{'name': 'Swamp', 'description': 'Tall, gnarled trees flourish across the surface of this forested world. Sunlight filters past dangling vines, to the saturated undergrowth below.'}","[{'name': 'Rainstorms', 'description': 'Torrential rainstorms reduce visibility.'}]",1678797801,"{'x': -0.1857717, 'y': 0.13809519}",[44],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
44,FENMIRE,Marspira,"{'name': 'Highlands', 'description': 'Rocky outcroppings punctuate fields of tall grass in a planet dominated by misty highland terrain.'}","[{'name': 'Thick Fog', 'description': 'Dense fog lightly reduce visibility for both enemy and friendly units.'}, {'name': 'Rainstorms', 'description': 'Torrential rainstorms reduce visibility.'}]",3404343820,"{'x': -0.16809516, 'y': 0.19577172}","[45, 66]",1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
45,MASTIA,Marspira,"{'name': 'Mesa', 'description': ""A blazing-hot desert planet, it's rocky mesas are the sole interruptions to the endless sea of dunes.""}","[{'name': 'Intense Heat', 'description': 'High temperatures increase stamina drain and speed up heat buildup in weapons.'}, {'name': 'Sandstorms', 'description': 'Dense sandstorms reduce mobility and greatly reduce visibility for both enemy and friendly units.'}]",2969736642,"{'x': -0.13065825, 'y': 0.30637383}","[68, 116]",1000000,1000000,False,Humans,Humans,4.1666665,,"{'missionsWon': 4088902, 'missionsLost': 240224, 'missionTime': 15031098217, 'terminidKills': 0, 'automatonKills': 1346118784, 'illuminateKills': 0, 'bulletsFired': 6199705067, 'bulletsHit': 6682195558, 'timePlayed': 15031098217, 'deaths': 30069458, 'revives': 0, 'friendlies': 3460470, 'missionSuccessRate': 94, 'accuracy': 100, 'playerCount': 6}",[]
46,SHALLUS,Talus,"{'name': 'Ethereal', 'description': 'This world teems with ethereal, boundless, and peculiar plant life that spreads silent and uninterrupted across its entire surface.'}","[{'name': 'None', 'description': ""This planet's environment is not yet known, or has no environmental modifiers.""}]",1438199726,"{'x': -0.061315693, 'y': 0.2489306}","[45, 68]",1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 52953, 'missionsLost': 7642, 'missionTime': 210345741, 'terminidKills': 0, 'automatonKills': 17041280, 'illuminateKills': 0, 'bulletsFired': 95221120, 'bulletsHit': 102337908, 'timePlayed': 210345741, 'deaths': 456238, 'revives': 0, 'friendlies': 60938, 'missionSuccessRate': 87, 'accuracy': 100, 'playerCount': 0}",[]
47,KRAKABOS,Iptus,"{'name': 'Icemoss', 'description': 'Ice and moss-covered rock can be found across most of the surface of this planet.'}","[{'name': 'Extreme Cold', 'description': 'Icy temperatures reduce rate of fire and delay heat buildup in weapons.'}]",2013504640,"{'x': 0.037842084, 'y': 0.32250285}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
48,IRIDICA,Iptus,"{'name': 'Ethereal', 'description': 'This world teems with ethereal, boundless, and peculiar plant life that spreads silent and uninterrupted across its entire surface.'}","[{'name': 'None', 'description': ""This planet's environment is not yet known, or has no environmental modifiers.""}]",2525961073,"{'x': 0.1129696, 'y': 0.3345827}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
49,AZTERRA,Orion,"{'name': 'Canyon', 'description': 'This arid, rocky biome covering this world has driven the evolution of exceptionally efficient water usage in its various organisms.'}","[{'name': 'Tremors', 'description': 'Frequent earthquakes stun players and enemies alike.'}]",2151164116,"{'x': 0.2219546, 'y': 0.2772582}",[76],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
50,AZUR SECUNDUS,Sten,"{'name': 'Desert', 'description': 'A desert planet prone to unpredictable and dangerous sand twisters.'}","[{'name': 'Intense Heat', 'description': 'High temperatures increase stamina drain and speed up heat buildup in weapons.'}, {'name': 'Tremors', 'description': 'Frequent earthquakes stun players and enemies alike.'}]",3265310936,"{'x': 0.87390286, 'y': 0.35359928}",[213],1000000,1000000,False,Terminids,Terminids,4.1666665,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
51,IVIS,Celeste,"{'name': 'Swamp', 'description': 'Tall, gnarled trees flourish across the surface of this forested world. Sunlight filters past dangling vines, to the saturated undergrowth below.'}","[{'name': 'Rainstorms', 'description': 'Torrential rainstorms reduce visibility.'}]",4148701638,"{'x': 0.287884, 'y': 0.1099696}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
52,SLIF,Celeste,"{'name': 'Toxic', 'description': ""Dense, toxic fumes from deep within the planet's crust seep out of cracks in the earth and coat the ground in a sickly haze.""}","[{'name': 'Acid Storms', 'description': 'Corrosive acid storms temporarily reduce armor effectiveness for both enemy and friendly units.'}]",1756822119,"{'x': 0.338688, 'y': 0.05460588}",[80],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
53,CARAMOOR,Korpus,"{'name': 'Mesa', 'description': ""A blazing-hot desert planet, it's rocky mesas are the sole interruptions to the endless sea of dunes.""}","[{'name': 'Intense Heat', 'description': 'High temperatures increase stamina drain and speed up heat buildup in weapons.'}, {'name': 'Sandstorms', 'description': 'Dense sandstorms reduce mobility and greatly reduce visibility for both enemy and friendly units.'}]",438925458,"{'x': 0.32650283, 'y': -0.12384212}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
54,KHARST,Gallux,"{'name': 'Crimsonmoor', 'description': 'A crimson algae has propagated wildly across this entire planet, coating its rocky hills with a constant red that masks the spilt blood of the heroes who defend it from tyranny.'}","[{'name': 'Ion Storms', 'description': 'Ion storms intermittently disable Stratagems.'}]",4190033207,"{'x': 0.26874065, 'y': -0.21253327}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 280084, 'missionsLost': 32469, 'missionTime': 1175425090, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 187100405, 'bulletsFired': 835884023, 'bulletsHit': 812051478, 'timePlayed': 1175425090, 'deaths': 2004588, 'revives': 0, 'friendlies': 371243, 'missionSuccessRate': 89, 'accuracy': 97, 'playerCount': 0}",[]
55,EUKORIA,Morgon,"{'name': 'Icemoss', 'description': 'Ice and moss-covered rock can be found across most of the surface of this planet.'}","[{'name': 'Extreme Cold', 'description': 'Icy temperatures reduce rate of fire and delay heat buildup in weapons.'}]",3951456049,"{'x': 0.19353323, 'y': -0.28004193}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 99955, 'missionsLost': 13430, 'missionTime': 417277902, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 68038211, 'bulletsFired': 285252248, 'bulletsHit': 276215292, 'timePlayed': 417277902, 'deaths': 767756, 'revives': 0, 'friendlies': 148788, 'missionSuccessRate': 88, 'accuracy': 96, 'playerCount': 0}",[]
56,MYRIUM,Morgon,"{'name': 'Canyon', 'description': 'This arid, rocky biome covering this world has driven the evolution of exceptionally efficient water usage in its various organisms.'}","[{'name': 'Tremors', 'description': 'Frequent earthquakes stun players and enemies alike.'}]",207323189,"{'x': 0.12696959, 'y': -0.30758274}",[],1000000,1000000,False,Humans,Humans,1388.8889,"{'id': 4943, 'eventType': 2, 'faction': 'Illuminate', 'health': 35492, 'maxHealth': 100000, 'startTime': '2025-02-23T12:27:58.0328204Z', 'endTime': '2025-02-24T00:27:58.0328204Z', 'campaignId': 50776, 'jointOperationIds': [4943]}","{'missionsWon': 311971, 'missionsLost': 43990, 'missionTime': 1311163574, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 212607362, 'bulletsFired': 957455544, 'bulletsHit': 925628966, 'timePlayed': 1311163574, 'deaths': 2492461, 'revives': 0, 'friendlies': 451237, 'missionSuccessRate': 87, 'accuracy': 96, 'playerCount': 7345}",[]
57,KERTH SECUNDUS,Rictus,"{'name': 'Tundra', 'description': ""A perennially chilly climate has allowed short, colourful shrubs to flourish across this planet's surface.""}","[{'name': 'None', 'description': ""This planet's environment is not yet known, or has no environmental modifiers.""}]",3674393208,"{'x': 0.04284205, 'y': -0.33550286}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 342370, 'missionsLost': 47695, 'missionTime': 1384296869, 'terminidKills': 1122, 'automatonKills': 0, 'illuminateKills': 229506070, 'bulletsFired': 1076494508, 'bulletsHit': 1060694276, 'timePlayed': 1384296869, 'deaths': 2618163, 'revives': 0, 'friendlies': 457865, 'missionSuccessRate': 87, 'accuracy': 98, 'playerCount': 1}",[]
58,PARSH,Rictus,"{'name': 'Swamp', 'description': 'Tall, gnarled trees flourish across the surface of this forested world. Sunlight filters past dangling vines, to the saturated undergrowth below.'}","[{'name': 'Rainstorms', 'description': 'Torrential rainstorms reduce visibility.'}]",430094434,"{'x': -0.038842108, 'y': -0.32750285}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 305829, 'missionsLost': 32438, 'missionTime': 1238360062, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 203372703, 'bulletsFired': 905502208, 'bulletsHit': 872644308, 'timePlayed': 1238360062, 'deaths': 2098678, 'revives': 0, 'friendlies': 392797, 'missionSuccessRate': 90, 'accuracy': 96, 'playerCount': 9}",[]
59,REAF,Saleria,"{'name': 'Highlands', 'description': 'Rocky outcroppings punctuate fields of tall grass in a planet dominated by misty highland terrain.'}","[{'name': 'Thick Fog', 'description': 'Dense fog lightly reduce visibility for both enemy and friendly units.'}, {'name': 'Rainstorms', 'description': 'Torrential rainstorms reduce visibility.'}]",1018677806,"{'x': -0.11379249, 'y': -0.3215678}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
60,IRULTA,Saleria,"{'name': 'Jungle', 'description': 'Abundant with life, this wet planet is covered in deep oceans, thick forests, and tall grasses.'}","[{'name': 'Volcanic Activity', 'description': 'Volcanoes throw burning rocks around this planet.'}, {'name': 'Rainstorms', 'description': 'Torrential rainstorms reduce visibility.'}]",2414771368,"{'x': -0.19953328, 'y': -0.2830419}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 503354, 'missionsLost': 56095, 'missionTime': 1975921718, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 345057878, 'bulletsFired': 1427713334, 'bulletsHit': 1381758248, 'timePlayed': 1975921718, 'deaths': 3768900, 'revives': 0, 'friendlies': 752963, 'missionSuccessRate': 89, 'accuracy': 96, 'playerCount': 3}",[]
61,EMORATH,Meridian,"{'name': 'Ethereal', 'description': 'This world teems with ethereal, boundless, and peculiar plant life that spreads silent and uninterrupted across its entire surface.'}","[{'name': 'None', 'description': ""This planet's environment is not yet known, or has no environmental modifiers.""}]",635122119,"{'x': -0.26690286, 'y': -0.23559926}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 312620, 'missionsLost': 26185, 'missionTime': 1285107343, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 214387161, 'bulletsFired': 968136843, 'bulletsHit': 939212732, 'timePlayed': 1285107343, 'deaths': 2185163, 'revives': 0, 'friendlies': 391456, 'missionSuccessRate': 92, 'accuracy': 97, 'playerCount': 0}",[]
